;Gender;EthnicGroup;ParentEduc;LunchType;TestPrep;ParentMaritalStatus;PracticeSport;IsFirstChild;NrSiblings;TransportMeans;WklyStudyHours;MathScore;ReadingScore;WritingScore
802;female;group D;some college;standard;none;divorced;regularly;no;2;school_bus;5 - 10;73;92;88
802;male;group D;associate's degree;free/reduced;none;single;regularly;yes;2;;5 - 10;66;54;58
802;male;group D;some high school;standard;none;married;sometimes;no;2;;> 10;51;45;44
802;female;group C;bachelor's degree;standard;completed;single;regularly;no;2;school_bus;< 5;69;81;88
802;female;group C;some high school;free/reduced;none;single;sometimes;no;2;private;< 5;36;58;48
802;male;group D;some college;free/reduced;completed;married;sometimes;yes;;school_bus;5 - 10;;83;89
802;female;group E;high school;free/reduced;completed;single;sometimes;no;;private;> 10;67;83;75
802;male;group D;high school;standard;;married;sometimes;no;3;school_bus;5 - 10;73;72;60
802;male;group D;some college;free/reduced;none;married;sometimes;yes;3;private;5 - 10;84;77;79
802;female;group E;high school;standard;none;married;never;no;4;school_bus;> 10;90;95;95
802;female;group E;some college;standard;completed;married;;yes;4;private;5 - 10;65;65;72
802;male;group B;high school;free/reduced;none;single;regularly;yes;4;school_bus;5 - 10;48;54;49
802;female;group E;associate's degree;standard;none;married;regularly;no;4;school_bus;5 - 10;89;95;97
802;male;group C;some high school;free/reduced;completed;married;sometimes;no;5;school_bus;5 - 10;44;49;47
802;male;group E;some high school;free/reduced;none;single;never;yes;5;private;< 5;56;61;51
802;female;group B;some high school;free/reduced;none;single;sometimes;yes;7;private;< 5;;16;17
803;female;group D;master's degree;standard;none;married;never;yes;0;school_bus;< 5;60;66;70
803;male;group B;some high school;standard;none;married;never;yes;0;school_bus;;78;87;75
803;female;group D;;standard;;single;never;yes;0;school_bus;5 - 10;47;50;48
803;male;group C;bachelor's degree;standard;none;married;never;yes;0;private;< 5;79;63;64
803;female;group B;some college;standard;none;married;regularly;yes;1;school_bus;5 - 10;84;86;89
803;male;group D;high school;free/reduced;completed;single;never;yes;1;private;< 5;54;58;58
803;male;group D;high school;standard;none;single;regularly;yes;1;school_bus;5 - 10;78;58;66
803;female;group B;some high school;free/reduced;none;married;sometimes;yes;1;private;5 - 10;45;53;50
803;female;group C;associate's degree;standard;completed;single;never;no;1;;5 - 10;73;81;79
803;male;group B;some high school;standard;none;married;regularly;yes;1;school_bus;> 10;65;53;50
803;male;group C;bachelor's degree;standard;none;married;regularly;yes;1;school_bus;5 - 10;84;88;77
803;male;group E;high school;standard;none;divorced;sometimes;yes;1;school_bus;< 5;58;57;49
803;male;;some college;free/reduced;none;married;never;yes;1;private;> 10;53;52;47
803;female;group C;bachelor's degree;standard;none;single;sometimes;no;1;school_bus;< 5;57;60;63
803;male;group C;some high school;standard;completed;divorced;sometimes;yes;1;private;5 - 10;90;94;93
803;female;group D;high school;standard;completed;married;regularly;no;2;private;5 - 10;;89;100
803;female;group D;master's degree;free/reduced;completed;divorced;sometimes;no;2;school_bus;5 - 10;62;66;73
803;female;group B;;standard;none;married;sometimes;yes;2;;< 5;48;39;47
803;male;group D;associate's degree;free/reduced;none;married;sometimes;yes;2;private;< 5;86;77;78
803;female;group C;bachelor's degree;standard;;married;regularly;yes;2;school_bus;5 - 10;;71;71
803;male;group C;some college;free/reduced;none;married;sometimes;no;2;school_bus;< 5;54;57;53
803;male;group C;associate's degree;standard;completed;married;sometimes;yes;2;school_bus;< 5;75;66;65
803;male;group D;some high school;free/reduced;completed;single;never;no;3;school_bus;< 5;68;80;71
803;female;group B;some high school;standard;none;single;regularly;no;3;school_bus;5 - 10;32;38;36
803;female;group A;some high school;free/reduced;none;married;regularly;yes;3;private;5 - 10;60;68;67
803;male;group C;some college;free/reduced;completed;married;regularly;yes;3;school_bus;5 - 10;73;68;65
803;male;group C;associate's degree;standard;completed;married;regularly;yes;3;school_bus;< 5;80;82;77
803;male;group D;associate's degree;standard;none;married;sometimes;no;4;;5 - 10;74;68;69
803;male;group E;high school;free/reduced;none;;never;no;4;private;< 5;64;56;49
803;male;;some high school;standard;completed;married;sometimes;yes;5;private;5 - 10;;51;47
803;male;group C;some college;standard;completed;married;regularly;no;5;private;5 - 10;;51;59
804;female;group D;some high school;standard;none;married;sometimes;yes;0;school_bus;5 - 10;71;72;73
804;female;group B;high school;standard;none;married;regularly;yes;0;private;5 - 10;63;59;69
804;male;group D;some high school;free/reduced;none;married;regularly;no;1;private;5 - 10;80;79;79
804;female;group B;bachelor's degree;standard;none;married;regularly;yes;1;private;5 - 10;78;80;82
804;female;group D;some high school;standard;none;married;sometimes;yes;1;school_bus;5 - 10;58;56;54
804;male;group A;;free/reduced;none;married;sometimes;yes;1;school_bus;< 5;66;65;62
804;female;group B;bachelor's degree;standard;none;divorced;sometimes;yes;1;school_bus;5 - 10;57;67;66
804;female;group C;some high school;standard;none;married;sometimes;yes;1;private;< 5;50;66;65
804;male;group C;bachelor's degree;standard;completed;married;regularly;no;1;school_bus;< 5;92;92;87
804;male;group B;bachelor's degree;standard;completed;married;sometimes;yes;2;private;< 5;;85;86
804;male;group D;some college;free/reduced;none;single;sometimes;yes;2;school_bus;5 - 10;62;56;48
804;female;group E;high school;standard;;single;regularly;yes;2;private;5 - 10;;80;80
804;male;group A;bachelor's degree;standard;none;divorced;never;no;2;school_bus;5 - 10;71;61;66
804;female;group C;some college;free/reduced;none;married;sometimes;yes;2;private;< 5;39;62;64
804;male;;some high school;standard;;single;sometimes;yes;2;school_bus;< 5;81;74;75
804;male;group C;;standard;;single;regularly;yes;2;school_bus;< 5;60;61;57
804;female;group B;bachelor's degree;free/reduced;completed;divorced;sometimes;no;2;;5 - 10;65;77;77
804;male;group E;some college;standard;none;married;sometimes;no;2;private;< 5;88;77;80
804;female;group C;associate's degree;standard;none;single;sometimes;yes;2;private;5 - 10;77;84;86
804;male;group D;high school;standard;none;married;sometimes;yes;3;school_bus;< 5;64;65;58
804;male;group E;some college;standard;none;married;regularly;no;3;private;5 - 10;95;82;86
804;female;group A;high school;standard;;married;sometimes;no;3;private;5 - 10;;100;96
804;female;group D;some college;standard;none;married;sometimes;yes;3;school_bus;< 5;78;80;83
804;female;group C;some college;standard;none;;never;yes;3;school_bus;5 - 10;70;74;76
804;female;group C;some high school;standard;completed;married;regularly;no;3;school_bus;5 - 10;76;75;77
804;female;group E;associate's degree;free/reduced;completed;married;sometimes;yes;3;school_bus;< 5;77;86;82
804;male;group B;associate's degree;standard;none;married;regularly;no;3;private;> 10;53;41;43
804;male;group C;master's degree;standard;none;single;regularly;no;3;private;< 5;;34;35
804;female;group B;some high school;standard;completed;single;never;yes;4;school_bus;> 10;79;80;87
804;female;group D;associate's degree;free/reduced;none;married;sometimes;yes;4;school_bus;5 - 10;34;50;42
804;female;group E;some college;free/reduced;completed;married;regularly;no;4;school_bus;> 10;59;56;57
805;female;group D;associate's degree;standard;completed;married;regularly;yes;0;school_bus;< 5;47;49;56
805;female;group B;some high school;standard;none;married;sometimes;yes;0;school_bus;5 - 10;77;89;90
805;male;group A;bachelor's degree;standard;none;single;never;no;1;private;> 10;60;65;61
805;male;group B;high school;free/reduced;none;married;regularly;no;1;school_bus;< 5;47;54;50
805;male;group B;associate's degree;standard;completed;married;regularly;no;1;private;5 - 10;70;72;71
805;male;group D;some college;standard;completed;divorced;regularly;no;1;school_bus;5 - 10;65;53;59
805;male;group E;high school;standard;none;single;sometimes;yes;1;school_bus;5 - 10;95;85;80
805;female;group D;high school;free/reduced;none;married;sometimes;;1;private;5 - 10;56;56;57
805;male;group B;high school;standard;none;widowed;sometimes;yes;1;private;> 10;;82;75
805;female;group C;high school;standard;none;married;regularly;yes;1;school_bus;5 - 10;65;64;60
805;male;group C;high school;standard;completed;divorced;sometimes;no;1;private;> 10;;62;64
805;male;group E;bachelor's degree;standard;none;single;sometimes;yes;2;school_bus;< 5;77;75;78
805;female;group B;associate's degree;free/reduced;completed;married;sometimes;no;2;private;5 - 10;56;72;74
805;female;group C;master's degree;standard;none;married;regularly;no;2;;5 - 10;50;60;58
805;male;group B;some college;free/reduced;none;married;regularly;yes;2;school_bus;5 - 10;53;44;36
805;male;group E;bachelor's degree;standard;completed;married;regularly;yes;2;private;5 - 10;91;82;76
805;female;group A;bachelor's degree;standard;;married;sometimes;yes;2;school_bus;5 - 10;48;52;54
805;male;;some college;free/reduced;completed;single;never;yes;2;school_bus;< 5;47;53;53
805;male;;some college;free/reduced;none;married;sometimes;yes;2;private;5 - 10;;63;54
805;female;group C;bachelor's degree;standard;none;single;regularly;yes;2;school_bus;< 5;64;71;71
805;female;group C;bachelor's degree;free/reduced;completed;married;regularly;yes;2;;< 5;;62;67
805;female;group E;associate's degree;standard;none;married;sometimes;yes;;private;> 10;84;91;92
805;male;group A;some college;free/reduced;none;divorced;sometimes;yes;3;;< 5;72;79;72
805;female;group D;associate's degree;standard;completed;married;sometimes;yes;3;school_bus;5 - 10;79;94;89
805;male;group B;some high school;standard;none;single;never;yes;3;private;5 - 10;71;68;64
805;female;group E;some college;standard;none;married;sometimes;yes;3;school_bus;< 5;75;83;75
805;male;group B;high school;standard;none;married;sometimes;;3;private;5 - 10;85;80;77
805;male;group B;some college;standard;none;married;regularly;no;3;private;> 10;88;82;79
805;female;group D;high school;standard;none;married;regularly;yes;4;private;5 - 10;71;78;79
805;male;group C;associate's degree;standard;none;divorced;sometimes;no;6;;> 10;57;69;61
806;female;group D;some college;standard;none;married;regularly;yes;0;school_bus;5 - 10;74;75;77
806;male;group C;some college;free/reduced;none;single;sometimes;yes;0;;< 5;48;51;41
806;female;group C;some high school;standard;none;divorced;regularly;yes;0;private;5 - 10;30;42;44
806;female;group E;associate's degree;standard;none;single;sometimes;no;1;school_bus;< 5;77;80;83
806;female;group E;some high school;free/reduced;none;single;regularly;yes;1;school_bus;< 5;60;68;67
806;male;group D;high school;standard;none;divorced;never;yes;1;school_bus;5 - 10;72;50;51
806;male;group A;bachelor's degree;free/reduced;none;single;sometimes;yes;1;;5 - 10;81;69;65
806;female;group C;some high school;standard;completed;single;sometimes;yes;1;private;< 5;32;42;44
806;male;group C;bachelor's degree;standard;none;married;regularly;yes;1;private;5 - 10;70;61;61
806;female;group C;bachelor's degree;standard;;married;sometimes;no;1;school_bus;5 - 10;79;91;88
806;female;group E;high school;free/reduced;;single;never;no;1;private;5 - 10;54;65;61
806;female;group D;some college;free/reduced;none;single;sometimes;yes;2;school_bus;< 5;;72;73
806;female;group A;;standard;completed;single;never;yes;2;school_bus;< 5;80;88;91
806;female;group D;high school;free/reduced;completed;married;regularly;yes;2;;< 5;73;88;89
806;male;group B;some high school;free/reduced;completed;single;regularly;no;2;private;5 - 10;77;77;79
806;male;group C;some high school;standard;none;married;sometimes;yes;2;school_bus;5 - 10;52;54;46
806;female;group C;high school;free/reduced;none;married;never;yes;2;school_bus;< 5;29;42;38
806;male;;high school;standard;completed;single;sometimes;no;2;school_bus;5 - 10;;99;93
806;male;group D;high school;standard;none;divorced;;yes;;school_bus;5 - 10;;54;55
806;male;group D;some college;free/reduced;completed;married;sometimes;yes;3;school_bus;> 10;69;64;73
806;male;group D;some college;standard;completed;married;;no;3;private;5 - 10;72;66;67
806;male;group E;;standard;none;divorced;sometimes;no;3;school_bus;> 10;77;58;59
806;male;group D;master's degree;standard;;married;;no;3;private;> 10;94;91;91
806;female;group C;some college;standard;none;married;sometimes;no;3;school_bus;< 5;52;55;57
806;female;group C;master's degree;standard;completed;married;regularly;yes;3;school_bus;5 - 10;91;100;100
806;male;group B;some high school;standard;completed;divorced;sometimes;yes;3;private;5 - 10;61;69;63
806;female;group A;associate's degree;free/reduced;completed;single;regularly;yes;3;;5 - 10;74;82;83
806;male;group C;associate's degree;free/reduced;completed;single;sometimes;no;4;school_bus;> 10;69;81;74
806;male;group C;some college;standard;completed;;sometimes;no;5;private;5 - 10;83;76;78
806;female;group B;some high school;standard;none;married;never;no;6;private;5 - 10;72;76;73
806;male;group D;some college;free/reduced;none;single;never;no;7;private;5 - 10;;56;50
807;male;group B;some college;standard;none;married;never;;0;private;< 5;44;45;43
807;female;group D;bachelor's degree;free/reduced;completed;single;sometimes;yes;0;school_bus;5 - 10;43;59;61
807;female;group E;bachelor's degree;free/reduced;completed;married;never;yes;0;school_bus;< 5;80;93;89
807;male;group D;bachelor's degree;free/reduced;completed;widowed;never;no;1;school_bus;;;80;76
807;male;group A;some high school;free/reduced;none;married;regularly;no;1;school_bus;5 - 10;53;53;48
